sentence,sentiment,agreement
"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories .",negative,66
"As part of the reorganisation , Pohjola Insurance 's 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of October 2008 .",neutral,66
"Beef imports fell slightly from 2006 , to 14mn kilos .",neutral,66
"Cargotec 's brands , Hiab , Kalmar and MacGREGOR , are global market leaders in their fields and their solutions are used on land and at sea - wherever cargo is on the move .",neutral,66
Etteplan targets to employ at least 20 people in Borl+ñnge .,positive,66
"Finland-based companies , L+ñnnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",neutral,66
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,neutral,66
"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral,66
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",neutral,66
Finnlines said that the deal is part of its strategy to focus on its core businesses .,neutral,66
"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",neutral,66
"GENEVA , Feb. 10 -- Tero Aaltonen , Finland has developed a radio resource control method .",neutral,66
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",neutral,66
"HELSINKI , Finland , Sept. 18 , 2009 ( GLOBE NEWSWIRE ) -- Ixonos Plc expands the company 's smartphone R&D services and establishes a new next-generation smartphone design unit in connection with Ixonos ' site in Jyvaeskylae .",positive,66
"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj .",positive,66
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative,66
"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",neutral,66
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",positive,66
"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",neutral,66
"Later on , about 150 Finnish-made houses will be build in the area .",neutral,66
"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral,66
Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,neutral,66
"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",neutral,66
"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",positive,66
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",negative,66
"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",neutral,66
New product launches in Finland will more than double from 2005 .,positive,66
Nokia is also negotiating the product portfolio of the new company .,neutral,66
"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -® 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .",neutral,66
"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",neutral,66
"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",neutral,66
Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,neutral,66
"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",neutral,66
services supplier Efore Plc to streamline operations in Finland and the US Finnish electronic systems and services supplier Efore Plc ( OMX Helsinki : EFO1V ) said on Tuesday ( 3 February ) that it has initiated statutory negotiations regarding a streamlining of its operations in Finland .,positive,66
"Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development .",neutral,66
"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy .",neutral,66
Some of the lay-offs will be implemented using part-time employment contracts .,neutral,66
"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said .",neutral,66
"Talvivaara Mining Company PLC ( Talvivaara Mining ) ( LSE : TALV ) , a Finland-based nickel mining business , has installed its second production line at its metals recovery plant on June 9 , 2010 .",neutral,66
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",negative,66
The acquisition of AVC Systemhaus and the majority stake in Cableway will increase the number of Teleste personnel by 250 .,neutral,66
"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",neutral,66
The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,neutral,66
The compnay also said that it would lower the price of development projects by about one third compared with last November .,neutral,66
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively .",negative,66
The duration of the lay-offs per employee will vary from one to six weeks .,neutral,66
The Efore plant at Saarijarvi in central Finland is one of the largest employers in the region .,neutral,66
"The engine has an electrical output of 18,321 kW , making it the largest gas powered generating set in the world .",neutral,66
The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .,neutral,66
"The Finnish real estate investment company Interavanti Oyj said on Monday ( 22 September ) that it has agreed to sell its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy .",neutral,66
The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,neutral,66
"The negotiation has resulted in the reduction of 80 people in regular employment , around half of which will be covered with pension arrangements .",negative,66
"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said .",neutral,66
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral,66
The prices of stainless steel also rose in Europe .,neutral,66
The reduction notice applied to 17 people .,negative,66
The sale of the food potato business is part of Raisio 's plan to streamline and clarify its business operations .,neutral,66
"The study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies .",neutral,66
"The total service concept also includes technology services , with which Raute supports its customers throughout the entire life cycle of their investments .",neutral,66
"The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties .",neutral,66
There are no substitutes to AC drives .,neutral,66
"Virala Oy Ab was allocated by the Board of Directors an amount of EUR 1,9 million which is EUR 0,25 million lower than maximum announced on 12/30/2010 .",neutral,66
YIT Kausta will build commercial and residential highrises in Virsuliskes area .,neutral,66
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,neutral,66
1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,neutral,66
18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,negative,66
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive,66
"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",neutral,66
A total of 140 jobs will be reduced at the Raahe Steel Works .,negative,66
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral,66
"According to Finnish L+ñnnen Tehtaat 's CEO Matti Karppinen , now that L+ñnnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .",neutral,66
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral,66
"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .",neutral,66
"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",neutral,66
Around 50 percent of the world 's ro-ro fleet is over 25 years old and needs to be scrapped for environmental reasons .,neutral,66
"As a result , the number of personnel in Finland will be reduced by 158 .",neutral,66
As a result some 20 persons will no longer be needed .,negative,66
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive,66
Aspo 's Group structure and business operations are developed persistently without any predefined schedules .,neutral,66
"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative,66
"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .",neutral,66
"Comparable net sales are expected to increase more than 10 % in 2008 , in line with group target .",positive,66
Componenta will also offer a five-year subordinated loan for subscription by the public .,neutral,66
Earnings per share EPS in 2005 amounted to a loss of EUR1 .26 .,neutral,66
Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,neutral,66
Finnish sports equipment company Amer Sports said it has decided to lay off 370 workers from its Salomon division in France .,negative,66
Fortum is now considering taking part in nuclear energy projects outside of Finland .,neutral,66
"However , the production is almost entirely very labor intensive and based on small investments only .",neutral,66
"In addition to Russia , we now seek additional growth in Ukraine .",positive,66
"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .",neutral,66
in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .,negative,66
"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",neutral,66
"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week .",positive,66
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .",neutral,66
Inha Works has invested in its product development and market research .,neutral,66
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",negative,66
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral,66
Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .,positive,66
"M-real Corporation Stock Exchange Announcement 29 September 2006 at 4.15 p.m. Kyro Corporation and M-real Corporation , a Metsaliitto Group subsidiary , have agreed on an arrangement which gives M-real option to purchase the Kyroskoski natural gas powerplant from Kyro .",neutral,66
Neste Oil will offer outplacement services to the 111 employees to be reduced .,neutral,66
Niam offer financial investors a high return via investments in funds that in turn invest in all types of properties .,neutral,66
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,positive,66
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",neutral,66
"Technopolis has Finnish operations in Oulu , Vantaa , Espoo , Lappeenranta , Jyvaskyla and Tampere and is also preparing to expand its operations to Russia .",neutral,66
Teleste expects to start the deliveries at the end of 2009 .,neutral,66
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,neutral,66
The acquisition is part of Ramirent 's strategy to strengthen its position in selected locations .,positive,66
"The area will also include some central buildings , and Honkarakenne has started negotiations on their delivery .",neutral,66
"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",neutral,66
The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 .,neutral,66
The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,neutral,66
The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,neutral,66
The company will use the assets for strengthening its balance sheet and financial position .,positive,66
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,neutral,66
The newly created position has been established to strengthen Amer Sports ' management in strategic planning and execution .,positive,66
"The orange-handled scissors from Fiskars are part of the permanent design collection of the Museum of Modern Art in New York , as well as the Philadelphia Museum of Art .",neutral,66
"The plant is scheduled for completion in late February 2007 with hand over of some areas in January Two other suppliers of Nokia - Aspocomp Group Oyj and Perlos - have announced their plans to establish plants within the Nokia complex Together , they will invest Rs 365 crore .",neutral,66
"The production capacity can be tripled without any major additional investments , the company said .",positive,66
The result before taxes was a loss of 25.0 million euros .,neutral,66
The results will enable the preparation of a conceptual plant design and capital estimates .,neutral,66
"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",neutral,66
The total emissions reduction from 1999 to 2017 will be thus 41 % .,neutral,66
"The workforce will be reduced also in the Amsterdam office , in the Netherlands .",negative,66
"This order , when delivered , will bring the total output of electricity in Italy generated by Wartsila equipment to more than 1,300 MW .",neutral,66
Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .,neutral,66
"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .",neutral,66
"Under the terms of the agreement , Bunge will acquire Raisio 's Keiju , Makuisa and Pyszny Duet brands and manufacturing plants in Finland and Poland .",neutral,66
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,neutral,66
"With the government exempting certain stainless steel products from anti-dumping duties , Finland-based Outokumpu today said it will look to enter into supply pacts with the Indian Railways soon .",neutral,66
"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .",neutral,66
- The Group -¦ s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,neutral,66
Earnings per share ( EPS ) amounted to a loss of EUR0 .38 .,negative,66
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,neutral,66
He said : `` It is for sale again and we will be actively marketing it .,neutral,66
"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",negative,66
"`` This transaction supports Huhtamaki 's strategic review of rigid plastic consumer goods operations '' , says Huhtam+ñki Oyj 's CEO Jukka Moisio .",neutral,66
This transaction will also rationalize our pulp and paper industry related solutions .,positive,66
"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",positive,66
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive,66
"By cutting the number of plants , the group will trim fixed costs .",positive,66
"In this case , the effect would be negative in Finland .",negative,66
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",neutral,66
"A worm set to activate Friday will corrupt documents using the most common file types , including '' .",neutral,66
"According to Swedish authorities , traces of the very toxic osmium tetroxide have been found on the coast of Per+ñmeri , the Northernmost part of the Gulf of Bothnia .",negative,66
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,negative,66
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,negative,66
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland .",negative,66
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries .,neutral,66
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",negative,66
As a result of these negotiations the company has decided to make 45 people redundant on financial and production grounds .,negative,66
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,neutral,66
"Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland .",negative,66
"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",neutral,66
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,neutral,66
Global life science industry is strictly regulated by international and national authorities .,neutral,66
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative,66
His resignation will take effect immediately .,neutral,66
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative,66
"In parallel , TeliaSonera has decided to conduct a compulsory acquisition .",neutral,66
"In Sweden , there is an oversupply of pharmacies .",negative,66
Incap Furniture is presently negotiating staff cuts .,negative,66
"Initially , the company said a maximum of 15 people would be made redundant in the parent company and about 15 in its subsidiaries .",negative,66
"Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board .",neutral,66
"More than 14,000 customers were left powerless .",negative,66
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,neutral,66
"Russian officials inspected the damage and gave the vessel permission to continue to Tallinn at around 4.30 a.m. The Norwegian-registered M-T Sten Nordic was carrying 11,000 tons of gas oil and was manned by a Filipino crew .",neutral,66
Scanfil will execute the temporary lay-offs by mid-October 2009 and the job cuts by March 2010 .,negative,66
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",neutral,66
SWOT analysis is just one method of categorization and has its own weaknesses .,neutral,66
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",negative,66
"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",neutral,66
The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,neutral,66
"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative,66
The layoff talks were first announced in August .,neutral,66
They are also upset that some of the machinery and work is taken over to Poland .,negative,66
This is due to the postponement of the decision-making of projects in the negotiation phase from the earlier estimation .,neutral,66
"Tornio Works employs 2,300 of whom more than 1,800 have been in the scope of the fixed-period or part-time temporary layoffs in April-October period .",negative,66
Viking Line has canceled some services .,negative,66
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",neutral,66
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",negative,66
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative,66
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,neutral,66
"After the transaction , Herttaassa 's holding in Alma Media has fallen below the flagging limit of 5 % .",neutral,66
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,neutral,66
"Juhani J+ñrvi , Corporate Executive Vice President of Kesko , says the Russian food retail sector is fragmented .",neutral,66
Metso estimates the need for personnel reductions to amount to 25 people .,negative,66
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,negative,66
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral,66
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,neutral,66
"The pine oil project is related to the upgrade of the chemical recovery plant of UPM at its pulp mill in Kymi , southern Finland .",neutral,66
"We have also cut our price projections for paper and packaging , '' an analyst with Goldman Sachs said on a note on Monday .",negative,66
"zip , '' experts warned Tuesday .",neutral,66
Border Guard Service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the Russian port as the border checkpoint is not yet ready .,negative,66
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",negative,66
"Dolce & Gabbana has asked the European Union to declare Marimekko Corporation 's `` Unikko '' floral pattern trademark invalid , in a continuing dispute between the two companies .",negative,66
Full-year operating result for 2008 was 3.6 million negative .,negative,66
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 .,negative,66
The maritime administration said the ships had ignored warnings about the icy conditions .,negative,66
"`` We cut our frequency to New York last year , which explains the fall , '' he said .",negative,66
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,negative,66
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",negative,66
Elcoteq has a proven track record in electronics manufacturing services ( EMS ) and a global factory network coupled with modern manufacturing equipment and consistent systems and processes .,positive,66
"The Nokian tyre proves its high safety excellently in the important driving qualities stability with mark 1.4 , handling 1.5 and braking on wet road with 1.9 .",positive,66
A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,neutral,66
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,neutral,66
"INTERNET BUSINESS NEWS - -® 1995-2006 M2 COMMUNICATIONS LTD As part of a drive to protect users of its Internet banking service , Barclays Bank has announced that it is to recommend F-Secure Internet Security to its customers .",neutral,66
"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",positive,66
Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,neutral,66
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members .,positive,66
"In addition , we will launch a versatile online service to complete the traditional printed newspaper , Mr. Valkama says .",neutral,66
"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies .",positive,66
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote .",positive,66
"W+ñrtsil+ñ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",positive,66
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive,66
"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",neutral,66
`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment .,neutral,66
1 Block lamp Harri Koskinen 's light was introduced in 1996 and has been a bestseller ever since .,positive,66
"However , this increases signaling traffic which wastes network resources and allows fewer smartphones to connect .",negative,66
Rosen was cautious about being too optimistic inregard to the second half of the year .,neutral,66
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",positive,66
stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,negative,66
"According to Chairman Michael Hornborg , the organizations has merely criticised Raisio 's weak performance .",neutral,66
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,66
"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",neutral,66
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months .,negative,66
The total need for staff cuts corresponds to about 300 man-years .,negative,66
The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,negative,66
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive,66
Finnair was able to operate most of its leisure flights despite the strike .,positive,66
"The business idea of Budget Sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said .",neutral,66
Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,neutral,66
4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,neutral,66
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral,66
"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .",negative,66
"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .",positive,66
"The highest growth would be in China , while weakening demand would continue in North America , UPM said .",neutral,66
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,66
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,neutral,66
"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .",neutral,66
"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",negative,66
The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,negative,66
"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",neutral,66
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .",negative,66
The measures result from decreased demand in technical design and product information .,negative,66
The repurchases shall decrease the distributable capital and reserves .,negative,66
The company said that the fall in turnover had been planned .,negative,66
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",negative,66
"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",negative,66
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,negative,66
`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',neutral,66
"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",neutral,66
"The manager is critical of politicians ' failure to differentiate between beleaguered European financial institutions and Skandinavian banks , `` which sailed through the crisis without issues '' .",neutral,66
The winner does not have to be present to win .,neutral,66
"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",negative,66
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,negative,66
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",neutral,66
