sentence,sentiment,agreement
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,neutral,50
The personnel reductions will primarily affect those working for the parent company in the diagnostics business or in production and logistics in the liquid handling business .,negative,50
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added .",positive,50
- The Group -¦ s result before taxes was EUR -1.9 ( -3.0 ) million .,negative,50
"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million .",negative,50
Earnings per share were at loss of EUR0 .24 .,negative,50
Finnish home decoration and arts and crafts retailer Tiimari Plc ( OMX Helsinki : TII1V ) reported on Monday ( 18 August ) an operating loss of EUR3 .3 m on net sales of EUR33 .9 m for the period January-June 2008 .,neutral,50
"Myllykoski , with one paper plant in Finland , one in the US and three in Germany , had revenues of EUR286m in the first half of 2010 and an operating loss of EUR12m , Reuters said .",negative,50
Raisio 's malting capacity was in full use in 2008 .,positive,50
"Raw materials prices have surged in the past year , fueled in part because of the rapid industrialization of China , India and other developing nations .",negative,50
The impact of Cableway to Teleste 's net sales in 2009 is estimated to be EUR 4 million .,neutral,50
Performance in 2006 was impacted by the consolidation trend in the telecom sector and the overall and structural changes in the contract manufacturing market in telecommunications technology and industrial electronics .,negative,50
Finnish Benefon denies claims made in the press that the company is giving up its mobile handset business .,neutral,50
During the negotiations a reduction of 21 persons has taken place through natural redundancy or termination of fixed-term contracts .,neutral,50
Elisa CEO Sami Seppanen said EMT 's slogan `` Best coverage across Estonia '' clearly gives misleading information to consumers .,negative,50
Nokia will certainly disagree with Qualcomm 's views on the patent situation .,negative,50
"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .",negative,50
Possible personnel reductions concern approximately 104 people .,negative,50
"That 's what I go to bed worrying about every night , ' he said .",negative,50
"The challenge for the company , however , is finding new sources of raw material , said Risto Rinne , CEO of Neste Oil .",neutral,50
The company initially estimated that it would cut up to 30 jobs .,negative,50
"The company will try to adapt the operations through temporary lay-offs of different duration , working hour arrangements , training and development efforts .",neutral,50
The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,neutral,50
"The third applicant , Fortum , was dropped .",neutral,50
Finnish Nordic Aluminium is starting employer-employee negotiations in Finland that concern all staff groups .,neutral,50
"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",negative,50
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",negative,50
All other charges were dismissed .,neutral,50
Another problem is cola-flavoured long drinks .,neutral,50
Applying for summer work is seen as laborious and stressful .,negative,50
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative,50
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",negative,50
EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .,negative,50
"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",negative,50
"Finnish Suominen Flexible Packaging Ltd , owned by local textile company Suominen Corporation Group ( HEL : SUY1V ) , said today that it would start employee negotiations concerning its entire personnel in Finland .",negative,50
In addition the production personnel of the Sport Division have been given a temporary lay-off warning .,negative,50
"In December , Amer announced the dismissal of CEO Roger Talermo , who had headed the company since 2006 .",neutral,50
"In Europe , the paper industry 's situation is paradoxical .",neutral,50
It is the most awkward thing to use if you 're holding the phone with one hand .,negative,50
"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",negative,50
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 .,negative,50
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",negative,50
M-real will start statutory employer-employee negotiations at the +ä+ñnekoski board mill that concern about 130 people .,neutral,50
Nokia is requesting that the companies stop making and selling the mobile phones and pay monetary damages and costs .,neutral,50
"Some 250 people , of whom more than 200 are workers , will be retiring from the Raahe Works between 2008 and 2011 .",neutral,50
The machines will cease production by the end of February 2007 .,neutral,50
The resignation will be in effect immediately .,neutral,50
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,negative,50
This is bad news for the barbeque season .,negative,50
"We are adjusting to the present situation by cutting our capacity and costs without , however , jeopardising our Asia strategy over the longer term .",neutral,50
"When the web user clicks on the link contained in the mail , he finds himself on a bogus site that imitates that of his bank , and which retrieves his personal banking data .",negative,50
"`` Neste Oil has responded to the challenge posed by the European Union 's target of biofuels accounting for 5.8 % of traffic fuel usage in the EU by 2010 by developing its NExBTL technology for producing diesel fuel from renewables , '' the federation said .",positive,50
`` The rest of this week 's tapings of Jimmy Kimmel Live have been canceled until he is back on his feet .,neutral,50
"After Chuck Smith was laid off on May 30 from his $ 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife 's income -- about the same as his -- alone .",negative,50
"He found him again , however , after the driver was involved in a two-car accident .",neutral,50
"However , the suspect stole his burgundy Nissan Altima .",negative,50
"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur .",neutral,50
It 's very difficult to become a Google Analytics channel partner .,neutral,50
Layoffs will also take place at the Suomussalmi and Kuhmo plants this autumn as a result of codetermination negotiations held there .,negative,50
Most of the layoffs will be in Finland .,negative,50
"Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs .",negative,50
Temporary layoffs in these units have already started .,neutral,50
The company says it is difficult to estimate the market situation for the whole year 2009 .,neutral,50
"The dollar fell , though , against the pound and the yen .",negative,50
"The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com .",neutral,50
The number of salaried employees and group administration employees to be dismissed from the Sievi units is 17 .,negative,50
"The talks concerned about 160 people in Finland and the initial estimate was for about 35 redundancies , Fiskars said .",neutral,50
The total number of filling stations has been on the decrease recently .,negative,50
"Viking Line has also been forced to alter its timetable so that ferries traveling from Stockholm to Helsinki , Finland , only depart at night .",neutral,50
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .,negative,50
"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",negative,50
"Divisional sales demand in the half remained `` inconsistent '' , it added .",negative,50
Last year 's third quarter result had been burdened by costs stemming from restructuring in the US .,negative,50
"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow .",negative,50
The union filed a grievance over the company 's overtime assignment policies .,negative,50
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said .",negative,50
"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added .",negative,50
"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''",negative,50
"Previously , the company also delivered about 70 % of the steel used in Oasis of the Seas , Allure of the Seas ' sister ship completed last year .",neutral,50
This ideally placed them in a position to tap into the potential of clean technology .,neutral,50
"According to Rautaruukki , the company wants to promote the use of emission-free energy sources .",neutral,50
"I use natural fibers to make the clothes more comfortable , to allow your skin to breathe and to be eco-friendly .",positive,50
"In addition , a good biological durability is achieved . ''",neutral,50
"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes .",neutral,50
"`` We love Activision 's fresh , colorful approach to Rapala : We Fish , '' said Kelly Brockpahler , Rapala .",positive,50
"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account .",neutral,50
We are very proud to be able to use this kind of innovative mobile service for voting in elections .,positive,50
"The previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .",positive,50
"The previously concluded adaptation measures concerning the other personnel are adequate for the time being , Raute said .",positive,50
Bioheapleaching makes extraction of metals from low grade ore economically viable .,neutral,50
"We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe .",neutral,50
The first ship has been delayed and is estimated to be completed in spring 2010 .,negative,50
"A local waste management company , Turun Seudun J+ñtehuolto , has planned to set up a 150,000 tonne waste-burning facility .",neutral,50
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",negative,50
"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",neutral,50
"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",negative,50
"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",negative,50
"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .",negative,50
"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 .",neutral,50
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",negative,50
"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",negative,50
"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .",neutral,50
HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,negative,50
Liora 's got a brand-new bag .,neutral,50
"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .",negative,50
The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,negative,50
"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",positive,50
"`` EB Tough VoIP was designed to fulfill the communications needs of military units , and we continue to strive towards achieving that goal , '' Mikko Viitaniemi , EB Elektrobit Defense Products , Wireless Solutions senior manager , said in a statement .",neutral,50
"The antibody , given at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",positive,50
In February the Elcoteq group sold its St Petersburg facility ; according to unconfirmed information the reason could have been supply problems because of the Russian customs service .,negative,50
Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .,negative,50
Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .,negative,50
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,positive,50
"have notified that as a result of the Company issuing 14,432,000 new shares in the directed offering , the joint holdings of Pequot has decreased below 1-10 to 9.63 % of total number of shares and votes in the Company .",negative,50
"Net sales of the Paper segment decreased to EUR 221.6 mn in the second quarter of 2009 from EUR 241.1 mn in the second quarter of 2008 , while operating profit excluding non-recurring items rose to EUR 8.0 mn from EUR 7.6 mn .",negative,50
