sentence,sentiment,confidence,type
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",-1,100,train
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,-1,100,train
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",-1,100,train
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",-1,100,train
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,-1,100,train
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",-1,100,train
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,-1,100,train
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",-1,100,train
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",-1,100,train
Operating profit in the fourth quarter fell to EUR33m from EUR39m a year earlier .,-1,100,train
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",-1,100,train
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",-1,100,train
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,-1,100,train
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",-1,100,train
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,-1,100,train
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",-1,100,train
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",-1,100,train
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,-1,100,train
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",-1,100,train
"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",-1,100,train
Operating profit fell from EUR 7.9 mn in the second quarter of 2005 to EUR 5.1 mn in the second quarter of 2006 .,-1,100,train
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,-1,100,train
Sales by Seppala diminished by 6 per cent .,-1,100,train
The operating margin came down to 2.4 % from 5.7 % .,-1,100,train
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes .",-1,100,train
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",-1,100,train
"At this growth rate , paying off the national debt will be extremely painful .",-1,100,train
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",-1,100,train
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",-1,100,train
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",-1,100,train
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",-1,100,train
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters .",-1,100,train
Export declined by 6 percent to 16.4 million liters .,-1,100,train
"In the Baltic countries , sales fell by 42.6 % .",-1,100,train
"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .",-1,100,train
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",-1,100,train
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",-1,100,train
Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,-1,100,train
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,-1,100,train
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",-1,100,train
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",-1,100,train
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",-1,100,train
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",-1,100,train
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier .",-1,100,train
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,-1,100,train
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",-1,100,train
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",-1,100,train
Operating profit for 2009 lower than outlook published earlier .,-1,100,train
Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,-1,100,train
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",-1,100,train
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",-1,100,train
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,-1,100,train
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,-1,100,train
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",-1,100,train
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",0,100,train
`` They want my credit card info and my personal details .,0,100,train
The value of the orders is over EUR 10mn .,0,100,train
"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don .",0,100,train
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",0,100,train
The first stage of the contract covers 133 stores and 600 cash registers .,0,100,train
"The contract includes design , construction , delivery of equipment , installation and commissioning .",0,100,train
The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,0,100,train
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",0,100,train
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",0,100,train
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",0,100,train
AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries .,0,100,train
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",0,100,train
"Nordstjernan will make the offer in approximately one month , in September 2007 .",0,100,train
"There will be return flights from Stuttgart every morning , as well as evening departures on Thursdays , Fridays and Sundays .",0,100,train
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",0,100,train
Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,0,100,train
The deal was worth about EUR 1.2 mn .,0,100,train
`` The issues identified by Stonesoft affect a range of content inspection technology .,0,100,train
"The share capital of Basware Corporation is 11,720,829 .",0,100,train
The company continued the development of a fully human antibody in its VAP-1 antibody program .,0,100,train
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",0,100,train
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",0,100,train
The total value of the contract is some EUR 8 million .,0,100,train
"Previously , the company expected its 2008 financial performance to remain at the same level as in 2008 .",0,100,train
"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",0,100,train
"The contract includes software licences , application maintenance and training .",0,100,train
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",0,100,train
The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,0,100,train
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,0,100,train
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",0,100,train
"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights .",0,100,train
"8,600 m , and at the time of investment it is fully leased to several tenants .",0,100,train
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,0,100,train
"`` The industry is coming to an interesting fork in the road as both handset manufacturers and wireless carriers attempt to serve as the portal for Web-based service to your wireless handset , '' he wrote .",0,100,train
"The company has the poser , who wants to impress people with the latest handset .",0,100,train
"Votorantim Celulose e Papel ( VCP ) is part of the Votorantim Group , a major Brazilian conglomerate .",0,100,train
No other ev3 devices were involved in this action .,0,100,train
"The Marubeni Group focuses on creating `` value chain '' from upstream to downstream , encompassing a wide variety of business fields , including oil & gas , metals , mineral resources , foods , pulp & paper and chemicals , among others .",0,100,train
`` We know there are some of our own people out there . '',0,100,train
The writing and publication of Lemmink+ñinen -¦ s history is a continuation of earlier collaboration between Antti Tuuri and the company .,0,100,train
"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",0,100,train
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",0,100,train
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,0,100,train
"L&T is operative in Finland , Sweden , Latvia , Russia and Norway .",0,100,train
"Following the move , Stora Enso holding in NewPage will remain unchanged .",0,100,train
"The company , which has EUR2 .8 bn in assets , counts among its five largest shareholders Finnish insurers Ilmarinen 4.34 % and Varma 0.70 % , as well as the Finnish state pension fund VER 0.61 % .",0,100,train
Satama and Trainers ' House will remain as names and independent brands of the business areas .,0,100,train
The new B shares carry the right to dividend and other shareholder rights with effect from today .,0,100,train
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",0,100,train
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen .",0,100,train
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",0,100,train
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",0,100,train
Market data and analytics are derived from primary and secondary research .,0,100,train
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,0,100,train
The arrangements do not apply to the group 's units outside Finland .,0,100,train
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",0,100,train
The new SEPA cads will replace Finnish bank cards .,0,100,train
Officials did not disclose the contract value .,0,100,train
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",0,100,train
"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",0,100,train
Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,0,100,train
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,0,100,train
Bluewin Security is available as a monthly subscription .,0,100,train
RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,0,100,train
Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,0,100,train
Coffee will be served starting at 14:30 EET as well as after the event .,0,100,train
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",0,100,train
This wood lacquered clock comes with a stripy hand-crocheted cover .,0,100,train
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",0,100,train
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",0,100,train
Catalysts segment includes refinery catalysts and polyolefin catalysts product categories .,0,100,train
Technopolis has approximately 130 customer companies in Jyvaskyla .,0,100,train
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",0,100,train
The EUR17m contract includes both design and construction works .,0,100,train
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",0,100,train
Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia Siemens Networks and the mobile and fixed infrastructure and related services market .,0,100,train
"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",0,100,train
"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .",0,100,train
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights .",0,100,train
The Oulu plant employs approximately 120 people .,0,100,train
Almost two thirds of Olvi 's net sales come from outside Finland .,0,100,train
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,0,100,train
The company is presently examining whether the project would be financially feasible .,0,100,train
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",0,100,train
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",0,100,train
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",0,100,train
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",0,100,train
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",0,100,train
Both Mr Walden and Mr Ignatius will be responsible also for the newspapers ' business result .,0,100,train
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",0,100,train
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",0,100,train
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,0,100,train
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",0,100,train
M. and a Master of Business Administration MBA .,0,100,train
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",0,100,train
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",0,100,train
"The objective is that trading in the shares will commence on May 2 , 2007 .",0,100,train
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",0,100,train
Investments are not disclosed .,0,100,train
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,0,100,train
"It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights .",0,100,train
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",0,100,train
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",0,100,train
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",0,100,train
"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",0,100,train
The total capacity of the factory will be approximately 100 engines a year .,0,100,train
About Dopplr Dopplr is a service for smart travellers .,0,100,train
"Under the rental agreement , Stockmann was committed to invest in the building of a bridge over the Gogol Street or build an underground tunnel for crossing the street by 2004 .",0,100,train
Earnings per share EPS amounted to EUR0 .01 .,0,100,train
Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,0,100,train
"SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena .",0,100,train
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",0,100,train
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",0,100,train
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,0,100,train
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,0,100,train
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",0,100,train
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",0,100,train
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",0,100,train
What we think ?,0,100,train
The Board of Directors was authorized to decide on other terms of the share issue .,0,100,train
"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",0,100,train
"The Samsung Mobile Applications Store was launched in January 2009 by Samsung Mobile Innovator , a program which enables mobile software developers to create applications for use across Samsung mobile devices .",0,100,train
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",0,100,train
"The study evaluated the safety , tolerability and pharmacokinetics of repeated doses of intravenously administered antibody in 26 patients with active plaque psoriasis .",0,100,train
Also the development of online businesses will continue .,0,100,train
Currently the quarterly applied surcharges differ significantly from the actual market prices .,0,100,train
"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",0,100,train
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",0,100,train
The terms of the transactions remained undisclosed .,0,100,train
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",0,100,train
The closing of such transaction took place today .,0,100,train
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",0,100,train
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",0,100,train
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,0,100,train
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,0,100,train
"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",0,100,train
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",0,100,train
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",0,100,train
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,0,100,train
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 .,0,100,train
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",0,100,train
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",0,100,train
The company says the measures are no longer needed .,0,100,train
A few employees would remain at the Oulu plant in support functions for other group units .,0,100,train
"Swedish , Finnish and Danish listed companies are organized in three market cap segments , Nordic Large Cap , Mid Cap and Small Cap .",0,100,train
The company is listed on the Nordic Exchange in Helsinki .,0,100,train
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",0,100,train
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",0,100,train
The energy shot is packed in a 100-millilitre bag with a screw cap .,0,100,train
The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,0,100,train
The value of the order is EUR 4mn .,0,100,train
Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,0,100,train
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,0,100,train
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,0,100,train
"no compensation for its news , opinions or distributions .",0,100,train
"Our customers include companies in the energy and process industry sectors , in particular .",0,100,train
The business development initiatives in North America are headed by Lynn Shanahan .,0,100,train
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",0,100,train
The value of the order is around EUR 100 million .,0,100,train
Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,0,100,train
"Financial , strategic and operational factors are considered .",0,100,train
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",0,100,train
"Digia will also set up two subsidiaries , Digia Norway AS and Digia USA Inc. .",0,100,train
The company will be part of Teleste 's Video and Broadband Solutions business area .,0,100,train
"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia .",0,100,train
"The Company serves approximately 3,000 customers in over 100 countries .",0,100,train
The maximum number of new shares to be offered is 22 million .,0,100,train
The contract is worth some EUR 1 million .,0,100,train
"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",0,100,train
Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,0,100,train
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",0,100,train
"The gross area of eight houses will be 12,167 m2 .",0,100,train
"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite .",0,100,train
"The group intends to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",0,100,train
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",0,100,train
The platform would continue to be the development framework for Symbian and MeeGo .,0,100,train
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,0,100,train
"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense .",0,100,train
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",0,100,train
"The facility will be used to refinance Citycon 's existing credit facility , the company said .",0,100,train
It 's not .,0,100,train
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",0,100,train
Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,0,100,train
The dividends payable annually shall be deducted from the share subscription price .,0,100,train
Pertti Ervi is independent from the Company and its major shareholders .,0,100,train
The capital structure of Solidium may be complemented by other financial instruments in the future .,0,100,train
The project is expected to be completed in 2009 .,0,100,train
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",0,100,train
The invention carries International Patent Publication No. .,0,100,train
"When the product is manufactured in Finland , it is also packed in the country .",0,100,train
Aldata said that there are still a number of operational aspects to be defined between it and Microsoft and further details of the product and market initiatives resulting from this agreement will be available at a later date .,0,100,train
The total value of the project is valued at SEK 30bn ( EUR 2.83 bn USD 3.81 bn ) .,0,100,train
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",0,100,train
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,0,100,train
Almost the entire office building will be occupied by Metso .,0,100,train
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",0,100,train
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,0,100,train
It was decided that the auditors are reimbursed according to invoice .,0,100,train
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",0,100,train
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',0,100,train
The appointments will be in force until the new CEO has been appointed .,0,100,train
Competition authorities will have to approve the deal before it can be finalized .,0,100,train
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",0,100,train
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers .",0,100,train
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",0,100,train
"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",0,100,train
The corrected chapter is in its entirety below .,0,100,train
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",0,100,train
Rihko started to manage Raisio 's Benecol business in summer 2006 after heading tobacco company Altadis ' European operations .,0,100,train
"So far as is known , he did not sell shares that he owns personally .",0,100,train
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",0,100,train
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",0,100,train
He confirmed his view on July 6 .,0,100,train
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",0,100,train
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,0,100,train
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,0,100,train
Stockmann was established in 1862 in Finland and it became the first foreign company to enter Russia 's retail trade market in 1989 .,0,100,train
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",0,100,train
